Unnamed: 0,ID,Sentiment,Word_total,Score,Negscore,Title,Date,Body,Term,Session,Meeting,Sitting,Agenda,Subcorpus,Speaker_role,Speaker_MP,Speaker_Minister,Speaker_party,Speaker_party_name,Party_status,Speaker_name,Speaker_gender,Speaker_birth,Topic_title,Meeting_type,Comission,YearMonth,Government,Caretaker,Bloc
65,ParlaMint-BG_2014-10-27.u69,0.5625489473577128,32.0,0.017579654604928524,0.5625489473577128,"Report of the meeting of the Bulgarian National Assembly, Term 43, Session 1, Meeting 1 (2014-10-27)",2014-10-27,,43,1,1,2014-10-27,,Reference,Regular,MP,-,GERB,Парламентарна група: Партия ГЕРБ,,"Любомиров Велчев, Красимир",M,1951,ПРОЕКТ НА РЕШЕНИЕ ЗА ИЗБИРАНЕ НА ВРЕМЕННИ СЕКРЕТАРИ НА НАРОДНОТО СЪБРАНИЕ.,ПРОЕКТ,False,2014-10,Bliznashki,True,Right
66,ParlaMint-BG_2014-10-27.u7,0.7092758808333899,36.0,0.019702107800927498,0.3805594028136371,"Report of the meeting of the Bulgarian National Assembly, Term 43, Session 1, Meeting 1 (2014-10-27)",2014-10-27,,43,1,1,2014-10-27,,Reference,Chairperson,MP,-,BSPLB,Парламентарна група: БСП лява България,,"Lambov Danailov, Stefan",M,1942,,,False,2014-10,Bliznashki,True,Left
67,ParlaMint-BG_2014-10-27.u70,0.5685460200151815,8.0,0.07106825250189769,0.5685460200151815,"Report of the meeting of the Bulgarian National Assembly, Term 43, Session 1, Meeting 1 (2014-10-27)",2014-10-27,,43,1,1,2014-10-27,,Reference,Chairperson,MP,-,GERB,Парламентарна група: Партия ГЕРБ,,"Tsacheva Dangovska, Tsetska",F,1958,ПРОЕКТ НА РЕШЕНИЕ ЗА ИЗБИРАНЕ НА ВРЕМЕННИ СЕКРЕТАРИ НА НАРОДНОТО СЪБРАНИЕ.,ПРОЕКТ,False,2014-10,Bliznashki,True,Right
68,ParlaMint-BG_2014-10-27.u71,2.8074002113513297,76.0,0.03693947646514908,2.8074002113513297,"Report of the meeting of the Bulgarian National Assembly, Term 43, Session 1, Meeting 1 (2014-10-27)",2014-10-27,,43,1,1,2014-10-27,,Reference,Regular,MP,-,BSPLB,Парламентарна група: БСП лява България,,"Raykov Mikov, Mihail",M,1960,ПРОЕКТ НА РЕШЕНИЕ ЗА ИЗБИРАНЕ НА ВРЕМЕННИ СЕКРЕТАРИ НА НАРОДНОТО СЪБРАНИЕ.,ПРОЕКТ,False,2014-10,Bliznashki,True,Left
69,ParlaMint-BG_2014-10-27.u72,1.5685460200151815,11.0,0.14259509272865287,1.5685460200151815,"Report of the meeting of the Bulgarian National Assembly, Term 43, Session 1, Meeting 1 (2014-10-27)",2014-10-27,,43,1,1,2014-10-27,,Reference,Chairperson,MP,-,GERB,Парламентарна група: Партия ГЕРБ,,"Tsacheva Dangovska, Tsetska",F,1958,ПРОЕКТ НА РЕШЕНИЕ ЗА ИЗБИРАНЕ НА ВРЕМЕННИ СЕКРЕТАРИ НА НАРОДНОТО СЪБРАНИЕ.,ПРОЕКТ,False,2014-10,Bliznashki,True,Right
70,ParlaMint-BG_2014-10-27.u73,2.1500584546455936,28.0,0.07678780195162835,2.1500584546455936,"Report of the meeting of the Bulgarian National Assembly, Term 43, Session 1, Meeting 1 (2014-10-27)",2014-10-27,,43,1,1,2014-10-27,,Reference,Regular,MP,-,MRF,Парламентарна група: Движение за права и свободи,,"Hussein Kazak, Tchetin",M,1972,ПРОЕКТ НА РЕШЕНИЕ ЗА ИЗБИРАНЕ НА ВРЕМЕННИ СЕКРЕТАРИ НА НАРОДНОТО СЪБРАНИЕ.,ПРОЕКТ,False,2014-10,Bliznashki,True,Right
71,ParlaMint-BG_2014-10-27.u74,1.623051541801175,8.0,0.20288144272514688,1.623051541801175,"Report of the meeting of the Bulgarian National Assembly, Term 43, Session 1, Meeting 1 (2014-10-27)",2014-10-27,,43,1,1,2014-10-27,,Reference,Chairperson,MP,-,GERB,Парламентарна група: Партия ГЕРБ,,"Tsacheva Dangovska, Tsetska",F,1958,ПРОЕКТ НА РЕШЕНИЕ ЗА ИЗБИРАНЕ НА ВРЕМЕННИ СЕКРЕТАРИ НА НАРОДНОТО СЪБРАНИЕ.,ПРОЕКТ,False,2014-10,Bliznashki,True,Right
72,ParlaMint-BG_2014-10-27.u75,0.6377391464006523,15.0,0.04251594309337682,0.6377391464006523,"Report of the meeting of the Bulgarian National Assembly, Term 43, Session 1, Meeting 1 (2014-10-27)",2014-10-27,,43,1,1,2014-10-27,,Reference,Regular,MP,-,RB,Парламентарна група: Реформаторски блок,,"Shtiliyanova Kuneva, Meglena",F,1957,ПРОЕКТ НА РЕШЕНИЕ ЗА ИЗБИРАНЕ НА ВРЕМЕННИ СЕКРЕТАРИ НА НАРОДНОТО СЪБРАНИЕ.,ПРОЕКТ,False,2014-10,Bliznashki,True,Right
73,ParlaMint-BG_2014-10-27.u76,1.0928014405388342,8.0,0.13660018006735428,1.0928014405388342,"Report of the meeting of the Bulgarian National Assembly, Term 43, Session 1, Meeting 1 (2014-10-27)",2014-10-27,,43,1,1,2014-10-27,,Reference,Chairperson,MP,-,GERB,Парламентарна група: Партия ГЕРБ,,"Tsacheva Dangovska, Tsetska",F,1958,ПРОЕКТ НА РЕШЕНИЕ ЗА ИЗБИРАНЕ НА ВРЕМЕННИ СЕКРЕТАРИ НА НАРОДНОТО СЪБРАНИЕ.,ПРОЕКТ,False,2014-10,Bliznashki,True,Right
74,ParlaMint-BG_2014-10-27.u77,1.0928014405388342,26.0,0.04203082463610901,1.0928014405388342,"Report of the meeting of the Bulgarian National Assembly, Term 43, Session 1, Meeting 1 (2014-10-27)",2014-10-27,,43,1,1,2014-10-27,,Reference,Regular,MP,-,PF,Парламентарна група: Патриотичен фронт,,"Симеонов Симеонов, Валери",M,1955,ПРОЕКТ НА РЕШЕНИЕ ЗА ИЗБИРАНЕ НА ВРЕМЕННИ СЕКРЕТАРИ НА НАРОДНОТО СЪБРАНИЕ.,ПРОЕКТ,False,2014-10,Bliznashki,True,Right
